Nome,Squadra,Presenze,MediaVoto,Fantamedia,Gol,GolSubiti,Rigori,RigoriParati,Assist,Ammonizioni,Espulsioni
Radu I.,VEN,15.0,6.47,5.23,0.0,18.0,0 / 0,0.0,0.0,1.0,0.0
Butez,COM,18.0,6.22,5.22,0.0,18.0,0 / 0,0.0,0.0,0.0,0.0
Di Gregorio,JUV,33.0,6.15,5.18,0.0,32.0,0 / 0,0.0,0.0,0.0,0.0
Terracciano,FIO,3.0,6.17,5.17,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Osorio,PAR,3.0,5.17,5.17,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cerri,COM,3.0,5.17,5.17,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Rui Patricio,ATA,3.0,6.17,5.17,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Caprile,CAG,22.0,6.2,5.16,0.0,23.0,0 / 0,0.0,0.0,0.0,0.0
Maignan,MIL,37.0,6.18,5.14,0.0,41.0,0 / 0,1.0,0.0,1.0,0.0
Leali,GEN,29.0,6.16,5.1,0.0,31.0,0 / 0,1.0,0.0,1.0,0.0
Palacios T.,MON,6.0,5.25,5.08,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Skorupski,BOL,27.0,6.17,5.04,0.0,33.0,0 / 0,1.0,0.0,1.0,0.0
Bohinen,GEN,2.0,5.0,5.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sportiello,MIL,2.0,6.0,5.0,0.0,2.0,0 / 0,0.0,0.0,0.0,0.0
Sazonov,EMP,1.0,5.0,5.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Perilli,VER,2.0,6.0,5.0,0.0,2.0,0 / 0,0.0,0.0,0.0,0.0
Bartesaghi,MIL,3.0,5.33,5.0,0.0,0.0,0 / 0,0.0,0.0,0.0,1.0
Hermoso,ROM,4.0,5.12,4.88,0.0,0.0,0 / 0,0.0,0.0,0.0,1.0
Ravaglia F.,BOL,12.0,6.0,4.83,0.0,14.0,0 / 0,0.0,0.0,0.0,0.0
Falcone,LEC,38.0,6.26,4.79,0.0,58.0,0 / 0,1.0,0.0,2.0,0.0
Suzuki,PAR,37.0,6.22,4.76,0.0,53.0,0 / 0,0.0,0.0,0.0,1.0
Braunoder,COM,4.0,5.12,4.75,0.0,0.0,0 / 0,0.0,0.0,1.0,1.0
Turati,MON,30.0,6.3,4.75,0.0,52.0,0 / 0,2.0,0.0,1.0,0.0
Vasquez D.,EMP,32.0,6.02,4.67,0.0,45.0,0 / 0,1.0,0.0,2.0,0.0
Sava,UDI,12.0,6.04,4.67,0.0,16.0,0 / 0,0.0,0.0,1.0,0.0
Otoa,GEN,3.0,5.17,4.67,0.0,0.0,0 / 0,0.0,0.0,1.0,1.0
Provedel,LAZ,29.0,5.98,4.53,0.0,42.0,0 / 0,0.0,0.0,0.0,0.0
Reina,COM,12.0,5.75,4.5,0.0,14.0,0 / 0,0.0,0.0,0.0,1.0
Jack,COM,1.0,5.0,4.5,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Montipo',VER,36.0,6.19,4.44,0.0,64.0,0 / 0,1.0,0.0,0.0,0.0
Lekovic,MON,6.0,4.75,4.42,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Okoye,UDI,25.0,6.1,4.4,0.0,40.0,0 / 0,0.0,0.0,1.0,0.0
Sherri,CAG,7.0,5.86,4.29,0.0,11.0,0 / 0,0.0,0.0,0.0,0.0
Scuffet,NAP,14.0,5.89,4.18,0.0,24.0,0 / 0,0.0,0.0,0.0,0.0
Gollini,ROM,7.0,5.86,4.07,0.0,15.0,0 / 0,1.0,0.0,1.0,0.0
Pizzignacco,MON,9.0,6.06,3.94,0.0,17.0,0 / 0,0.0,0.0,0.0,0.0
Audero,COM,8.0,6.0,3.75,0.0,18.0,0 / 0,0.0,0.0,0.0,0.0
Paleari,TOR,1.0,6.5,3.5,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Silvestri,EMP,5.0,5.7,3.5,0.0,11.0,0 / 0,0.0,0.0,0.0,0.0
Seghetti,EMP,1.0,6.5,3.5,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Alli,COM,1.0,4.5,3.5,0.0,0.0,0 / 0,0.0,0.0,0.0,1.0
Joronen,VEN,8.0,5.5,3.38,0.0,15.0,0 / 0,0.0,0.0,0.0,0.0
Chichizola,PAR,1.0,5.0,2.0,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Rossi F.,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Hateboer,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Scamacca,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Toure' E.,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bagnolini,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ilic M.,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Corazza,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
El Azzouzi,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Radunovic,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Hatzidiakos,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Veroli,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Di Pardo,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Jankto,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Vigorito,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Varane,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kovacik,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cassandro,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Abildgaard,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bellemo,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Jasim,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Gioacchini,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Chiorra,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Perisan,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Stojanovic,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Belardinelli,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Degli Innocenti,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Shpendi S.,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Caputo,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Christensen O.,FIO,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Martinelli T.,FIO,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Lucchesi,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Nzola,FIO,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Di Gennaro,INT,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pinsoglio,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Rugani,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Djalo',JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kostic,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Chiesa,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Milik,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Furlanetto,LAZ,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Fruchtl,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Samooja,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Listkowski,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Marchwinski,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Nava,MIL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cragno,MON,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sorrentino A.,MON,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bettella,MON,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Machin,MON,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Contini,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Natan,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Mario Rui,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cajuste,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cheddira,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Osimhen,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Corvi,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Rinaldi,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Di Chiara,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Partipilo,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Boer,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ryan,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Smalling,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kumbulla,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sangare' B.,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Joao Costa,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Popa,TOR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Schuurs,TOR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ferreira J.,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ebosele,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Success,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pizarro,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bertinato,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Grandi,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Jajalo,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Tessmann,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Lella,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Berardi A.,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Okou,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ceccherini,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Mitrovic S.,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Tavsan,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cruz,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Esteves G.,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Brancolini,EMP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ciocci,CAG,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Torriani,MIL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Donnarumma An.,TOR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Mazza,MON,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
El Haddad,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Marin Re.,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Dellavalle,TOR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cassa,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Byar,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cisse' A.,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Manzoni,ATA,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kouda,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Vos,MIL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Hasa,NAP,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Plizzari,VEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kowalski,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Florenzi,MIL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Arthur Melo,JUV,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Basic,LAZ,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sansone,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Piana,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Selvik,UDI,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Marcone,PAR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ibrahimovic A.,LAZ,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Stolz,GEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pedrola,BOL,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Slotsager,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cuenca H.,GEN,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Salama,TOR,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Azon,COM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Scott,LEC,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Calligaris,INT,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Luan Patrick,VER,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
De Marzi,ROM,0.0,0.0,0.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
